,Order,Family,Species,ZooMS_taxon,COL1a1_508_-_519,COL1a3_568_-_579,COL1a3_839_-_847,COL1a2_978_-_990,COL1a2_244_-_258,COL1a3_746_-_762,COL1a1_688_-_704,COL1a1_688_-_704.1,COL1a2_889_-_906,COL1a1_889_-_906,COL1a2_502_-_519,COL1a2_502_-_519.1,COL1a2_688_-_704,COL1a2_688_-_704.1,COL1a3_889-907,COL1a2_907_-_924,COL1a2_907_-_924.1,COL1a2_793_-_806,COL1a2_793_-_806.1,COL1a1_817_-_837,COL1a1_817_-_837.1,COL1a1_817_-_837.2,COL1a1_817_-_837.3,COL1a1_881_-_900,COL1a1_881_-_900.1,COL1a2_817-836,COL1a2_817-836.1,COL1a2_658_-_687,COL1a2_658_-_687.1,COL1a2_625_-_648,COL1a2_625_-_648.1,COL1a2_625_-_648.2,COL1a2_625_-_648.3,COL1a3_532_-_555,COL1a2_733_-_756,COL1a2_733_-_756.1,COL1a1_934-963,COL1a1_934-963.1,COL1a1_934-963.2,COL1a2_454_-_483,COL1a2_586_-_618,COL1a1_586_-_618,COL1a1_586_-_618.1,COL1a2_658_-_687.2,COL1a2_658_-_687.3,COL1a2_757_-_789,COL1a2_757_-_789.1,COL1a2_757_-_789.2,COL1a2_757_-_789.3,COL1a2_10_-_42,COL1a2_10_-_42.1,COL1a2_991_-_1028,COL1a2_991_-_1028.1
44,Perciformes,Carangidae,Selar crumenophthalmus,Selar,1026.0,,,,1350.0,,1469,1485.0,,1532.0,1566.0,,1533,,,1554.0,,1200.0,,,,,,1790.0,1806.0,,,,2468.0,2163,,,,,2150.0,2166.0,2664.0,,,,,2842.0,,,,,,,,,,,
45,Perciformes,Carangidae,Seriola rivoliana,Seriola,1010.0,,,1153.0,1350.0,,1469,1485.0,,1548.0,1524.0,,1558,,,1584.0,,1172.0,,,,,,1816.0,1832.0,,,,2468.0,2137,,,,,,,2631.0,,,,,2854.0,,2937.0,,,,,,,,,
46,Perciformes,Carangidae,Trachurus trachurus,Trachurus,,,908.0,,,1445.0,1469,,1524.0,,1584.0,,1467,,,,,,,,,,,,,,,2428,,,,,,,,,,,,,,,,,,,,,,,,,
47,Perciformes,Haemulidae,Anisotremus surinamensis,Anisotremus,,,,1107.0,1350.0,1455.0,1455,1471.0,,1506.0,1552.0,1568.0,1559,,,1580.0,,1152.0,1168.0,,,,,1816.0,1832.0,,,,,2127,2143.0,,,,2153.0,2170.0,2649.0,2665.0,,2738,,2855.0,,2955.0,2872.0,,,,,3142.0,,,
48,Perciformes,Haemulidae,Anisotremus virginicus,Anisotremus,996.0,,,,1350.0,1455.0,1455,1471.0,,1506.0,1552.0,1568.0,1533,,,1580.0,,1178.0,1194.0,,,,,1816.0,1832.0,,,,,2111,2127.0,,,,2153.0,2170.0,2697.0,2713.0,,2780,,2855.0,,2955.0,2872.0,,,,,3142.0,,,
49,Perciformes,Haemulidae,Haemulon bonariense,Haemulon,982.0,,,1133.0,1350.0,1455.0,1455,1471.0,,1506.0,1558.0,1574.0,1559,,,1580.0,1596.0,1152.0,1168.0,,,,,1816.0,1832.0,,,,2601.0,2121,2137.0,,,,2153.0,2170.0,2682.0,2698.0,,2738,,2855.0,,2940.0,2956.0,,,,,3130.0,,,
50,Perciformes,Haemulidae,Haemulon carbonarium,Haemulon,996.0,,,1133.0,1350.0,1455.0,1455,1471.0,,1506.0,1558.0,1574.0,1559,,,1580.0,1596.0,1152.0,1168.0,,,,,1816.0,1832.0,,,,,2121,2137.0,,,,2153.0,2170.0,2682.0,2698.0,,2738,,2855.0,,2940.0,2956.0,,,,,3130.0,,,
51,Perciformes,Haemulidae,Haemulon flavolineatum,Haemulon,982.0,,,1133.0,1350.0,,1455,1471.0,,1506.0,1558.0,1574.0,1559,,,1580.0,1596.0,1152.0,1168.0,,,,,1816.0,1832.0,,,,,2121,2137.0,,,,2153.0,2170.0,2682.0,2698.0,,2738,,2855.0,,2940.0,2956.0,,,,,3142.0,,,
52,Perciformes,Haemulidae,Haemulon macrostomum,Haemulon,996.0,,,1133.0,1350.0,1455.0,1455,1471.0,,1506.0,1558.0,1574.0,1559,,,1580.0,1596.0,1152.0,1168.0,,,,,1816.0,1832.0,,,,2601.0,2121,2137.0,,,,2153.0,2170.0,2682.0,2698.0,,2738,,2855.0,,2940.0,2956.0,,,,,3136.0,,,
53,Perciformes,Haemulidae,Haemulon melanurum,Haemulon,982.0,,,1133.0,1350.0,,1455,1471.0,,1506.0,1558.0,1574.0,1559,,,1578.0,1594.0,1152.0,1168.0,,,,,1816.0,1832.0,,,,2620.0,2121,2137.0,,,,2153.0,2170.0,,,,2754,,2855.0,,2957.0,,,,,,,,,
54,Perciformes,Haemulidae,Haemulon plumierii,Haemulon,982.0,,,1133.0,1350.0,1455.0,1455,1471.0,,1506.0,1558.0,1574.0,1559,,,1580.0,1596.0,1152.0,1168.0,,,,,1816.0,1832.0,,,,2585.0,2121,2137.0,,,,2153.0,2170.0,2682.0,2698.0,,2754•,,2855.0,,2940.0,2956.0,,,,,3130.0,,,
55,Perciformes,Haemulidae,Haemulon sciurus,Haemulon,982.0,,,1133.0,1350.0,1455.0,1455,1471.0,,1506.0,1558.0,1574.0,1559,,,1580.0,1596.0,1152.0,1168.0,,,,,1816.0,1832.0,,,,2585.0,2121,2137.0,,,,2153.0,2170.0,2682.0,2698.0,,2754,,2855.0,,2940.0,2956.0,,,,,3130.0,,,
56,Perciformes,Haemulidae,Haemulon steindachneri,Haemulon,982.0,,,1133.0,1350.0,1455.0,1455,1471.0,,1506.0,1558.0,1574.0,1559,,,1580.0,1596.0,1152.0,1168.0,,,,,1816.0,1832.0,,,,2570.0,2121,2137.0,,,,2153.0,2170.0,2682.0,2698.0,,2738,,2855.0,,2940.0,2956.0,,,,,3130.0,,,
57,Perciformes,Haemulidae,Pomadasys crocro,Pomadasys,996.0,,,1137.0,1350.0,1455.0,1455,1471.0,,1506.0,1558.0,1574.0,1559,,,1610.0,,1152.0,1168.0,,,,,1816.0,1832.0,,,,2444.0,2127,2143.0,,,,2153.0,2170.0,2672.0,2688.0,,2738,,2855.0,,2927.0,,,,,,3130.0,,,
58,Perciformes,Labridae,Halichoeres sp.,Halichoeres,1038.0,,,,1350.0,1445.0,1469,,,1548.0,,,1533,,,,,,,,,,,1816.0,1832.0,,,,2415.0,,,,,,2183.0,,2667.0,,,2297,,,,2911.0,,,,,,,,,
59,Perciformes,Labridae,Labrus bergylta,Labrus,,,910.0,,,1455.0,1439,,1500.0,,1548.0,,1572,,,,,,,,,,,,,,,2326,,,,,,,,,,,,,,,,,,,,,,,,,
60,Perciformes,Lutjanidae,Lutjanus buccanella,Lutjanus,994.0,,,1093.0,1350.0,,1469,1485.0,,,1556.0,1572.0,1533,,,1584.0,,,,,,,,1816.0,1832.0,,,,2498.0,2112,,,,,2209.0,,2649.0,2665.0,,2696,,,,,,,,,,3084.0,3100.0,,
61,Perciformes,Lutjanidae,Lutjanus campechanus,Lutjanus,994.0,,,1093.0,,,1469,1485.0,,,1554.0,1571.0,1533,,,1584.0,,,,,,,,1816.0,1832.0,,,,2482.0,2137,,,,,2209.0,,2649.0,2665.0,,2696,,2855.0,,,,,,,,,,,
62,Perciformes,Lutjanidae,Lutjanus cyanopterus,Lutjanus,994.0,,,1093.0,1376.0,,1469,1485.0,,,1552.0,1568.0,1533,,,1584.0,,,,,,,,1816.0,1832.0,,,,2482.0,2137,,,,,,,2649.0,2665.0,,2696,,2881.0,2897.0,,,,,,,3126.0,3142.0,,
63,Perciformes,Lutjanidae,Lutjanus griseus,Lutjanus,994.0,,,1093.0,1376.0,,1469,1485.0,,1532.0,1552.0,1568.0,1533,,,1584.0,,1228.0,,,,,,1816.0,1832.0,,,,2482.0,2137,,,,,2209.0,,2649.0,2665.0,,2696,,2855.0,,2935.0,2951.0,,,,,3126.0,3142.0,,
64,Perciformes,Lutjanidae,Lutjanus jocu,Lutjanus,994.0,,,1093.0,1376.0,,1469,1485.0,,1532.0,1552.0,1568.0,1533,,,1584.0,,1228.0,,,,,,1816.0,1832.0,,,,2482.0,2137,,,,,2225.0,,2649.0,2665.0,,2696,,2897.0,2913.0,2935.0,2951.0,,,,,3126.0,3142.0,,
65,Perciformes,Lutjanidae,Lutjanus mahogani,Lutjanus,994.0,,,1093.0,1350.0,,1469,1485.0,,1532.0,1552.0,1568.0,1533,,,1584.0,,1198.0,1214.0,,,,,1816.0,1832.0,,,,2482.0,2127,,,,,2209.0,,2649.0,2665.0,,2682,,2881.0,2897.0,2935.0,2951.0,,,,,3084.0,3100.0,,
66,Perciformes,Lutjanidae,Lutjanus vivanus,Lutjanus,994.0,,,1093.0,1350.0,,1469,1485.0,,,1556.0,1572.0,1533,,,1584.0,,1198.0,1214.0,,,,,1816.0,1832.0,,,,2498.0,2137,,,,,,,2649.0,2665.0,,2696,,2897.0,2913.0,,,,,,,,,,
67,Perciformes,Lutjanidae,Ocyurus chrysurus,Ocyurus,994.0,,,1093.0,1350.0,,1469,1485.0,,1532.0,1552.0,1568.0,1533,,,1584.0,,1228.0,,,,,,1816.0,1832.0,,,,2482.0,2127,,,,,,,2649.0,2665.0,,2696,,2840.0,,2935.0,2951.0,,,,,3084.0,3100.0,,
68,Perciformes,Moronidae,Dicentrarchus labrax,Dicentrarchus,,,894.0,,,1459.0,1469,,1510.0,,1584.0,,1533,,,,,,,,,,,,,,,2470,,,,,,,,,,,,,,,,,,,,,,,,,
69,Perciformes,Mullidae,Mullus surmuletus,Mullus,,,908.0,,,1455.0,1443,,1464.0,,1532.0,,1492,,,,,,,,,,,,,,,2440,,,,,,,,,,,,,,,,,,,,,,,,,
70,Perciformes,Percidae,Perca fluviatilis,Perca,,,894.0,,,1445.0,1443,,1450.0,,1529.0,,1478,,,,,,,,,,,,,,,2402,,,,,,,,,,,,,,,,,,,,,,,,,
71,Perciformes,Percidae,Sander lucioperca,Sander,996.0,,900.0,,1350.0,1450.0,1443,,1462.0,,1534.0,,1476,,,,,,,,,,,1790.0,1806.0,,,2428,,2100,,,,,,,,,,,,,,,,,,,,,,,
72,Perciformes,Scaridae,Scarus coelestinus,Scarus,,,,1183.0,1350.0,1445.0,1469,1485.0,,1532.0,1558.0,1574.0,1547,,,1554.0,,,,,,,,1816.0,1832.0,,,,2425.0,2137,,,,,2167.0,,2695.0,,,2297,,2887.0,,,,,,,,3058.0,,,
73,Perciformes,Scaridae,Scarus coeruleus,Scarus,,,,1183.0,1350.0,1445.0,1469,1485.0,,1532.0,1558.0,1574.0,1517,,,1554.0,,,,,,,,1816.0,1832.0,,,,2425.0,2137,,,,,2179.0,,2695.0,,,2297,,2887.0,,,,,,,,3058.0,,,
74,Perciformes,Scaridae,Scarus guacamaia,Scarus,,,,1183.0,1350.0,1445.0,1469,1485.0,,1532.0,1558.0,1574.0,1517,,,1554.0,,,,,,,,1816.0,1832.0,,,,2425.0,2137,,,,,2179.0,,2695.0,,,2297,,2887.0,,,,,,,,3058.0,,,
75,Perciformes,Scaridae,Scarus vetula,Scarus,,,,1183.0,1350.0,1445.0,1469,1485.0,,1532.0,1558.0,1574.0,1517,,,1554.0,,,,,,,,1816.0,1832.0,,,,2455.0,2137,,,,,2167.0,,2695.0,,,2297,,2887.0,,2940.0,,,,,,3058.0,,,
76,Perciformes,Scaridae,Sparisoma chrysopterum,Sparisoma,,,,,1350.0,1445.0,1469,1485.0,,1532.0,1542.0,,1517,,,1554.0,,,,,,,,1816.0,1832.0,,,,2441.0,2137,,,,,2153.0,,2623.0,2639.0,,,,,,,,,,,,3058.0,,,
77,Perciformes,Scaridae,Sparisoma rubripinne,Sparisoma,,,,1133.0,1350.0,1445.0,1469,1485.0,,1532.0,1569.0,1585.0,1517,,,1554.0,,1158.0,,,,,,1816.0,1832.0,,,,2455.0,2137,,,,,2153.0,,2623.0,2639.0,,,,,,2940.0,,,,,,3058.0,,,
78,Perciformes,Scaridae,Sparisoma viride,Sparisoma,,,,1133.0,1350.0,1445.0,1469,1485.0,,1532.0,1563.0,1578.0,1517,,,1554.0,,1158.0,,,,,,1816.0,1832.0,,,,2455.0,,,,,,2153.0,,2623.0,2639.0,,,,,,2940.0,,,,,,3058.0,,,
79,Perciformes,Serranidae,Epinephelus adscensionis,Epinephelus,1012.0,,,1137.0,1350.0,1471.0,1469,1485.0,,1506.0,1560.0,1576.0,1539,,,1584.0,,1158.0,,,,,,1816.0,1832.0,,,,2486.0,2125,,,,,2195.0,,2653.0,2669.0,,2698,,2851.0,2867.0,2927.0,,,,,,3086.0,,,
80,Perciformes,Serranidae,Epinephelus guttatus,Epinephelus,1012.0,,,1127.0,1350.0,1471.0,1469,1485.0,,1506.0,1560.0,1576.0,1572,,,1584.0,,1158.0,,,,,,1816.0,1832.0,,,,2488.0,2125,,,,,2195.0,,2653.0,2669.0,,2682,,2851.0,2867.0,2935.0,2951.0,,,,,3086.0,,,
81,Perciformes,Serranidae,Epinephelus itajara,Epinephelus,1010.0,,,1137.0,1380.0,,1455,,,1506.0,1560.0,1576.0,2486,,,1584.0,,1158.0,,,,,,1816.0,1832.0,,,,2486.0,2125,,,,,2188.0,2204.0,2653.0,2669.0,,2682,,2838.0,,,,,,,,,,,
82,Perciformes,Serranidae,Epinephelus morio,Epinephelus,1010.0,,,,1350.0,1471.0,1469,1485.0,,1506.0,1560.0,1576.0,1572,,,1584.0,,1158.0,,,,,,1816.0,1832.0,,,,2444.0,2125,,,,,2195.0,,2653.0,2669.0,,2682,,2851.0,2867.0,2927.0,,,,,,3086.0,,,
83,Perciformes,Serranidae,Mycteroperca phenax,Mycteroperca,1010.0,,,1137.0,1350.0,1471.0,1469,1485.0,,1506.0,1560.0,1576.0,1572,,,1584.0,,1183.0,,,,,,1816.0,1832.0,,,,2502.0,2125,,,,,2195.0,,2653.0,2669.0,,2682,,2851.0,2867.0,2935.0,2951.0,,,,,,,,
84,Perciformes,Serranidae,Serranus tigrinus,Serranus,1144.0,,,1137.0,1319.0,1455.0,1443,,,1506.0,1518.0,1534.0,1572,,,1584.0,,,,,,,,1816.0,1832.0,,,,2438.0,2099,,,,,2195.0,,2694.0,,,2766,,2856.0,,2921.0,,,,,,3084.0,3100.0,,
85,Perciformes,Sparidae,Boops boops,Boops,,,908.0,,,1445.0,1469,,1558.0,,1537.0,,1533,,,,,,,,,,,,,,,2500,,,,,,,,,,,,,,,,,,,,,,,,,
86,Perciformes,Sparidae,Dentex dentex,Dentex,,,908.0,,,1445.0,1469,,1558.0,,1554.0,,1533,,,,,,,,,,,,,,,2500,,,,,,,,,,,,,,,,,,,,,,,,,
87,Perciformes,Sparidae,Lithognathus mormyrus,Lithognathus,,,938.0,,,1445.0,1469,,1558.0,,1537.0,,1533,,,,,,,,,,,,,,,2500,,,,,,,,,,,,,,,,,,,,,,,,,
88,Perciformes,Sparidae,Oblada melanura,Oblada,,,908.0,,,1445.0,1469,,1558.0,,1563.0,,1533,,,,,,,,,,,,,,,2456,,,,,,,,,,,,,,,,,,,,,,,,,
89,Perciformes,Sparidae,Pagellus erythrinus,Pagellus,,,956.0,,,1445.0,1469,,1558.0,,1521.0,,1533,,,,,,,,,,,,,,,2498,,,,,,,,,,,,,,,,,,,,,,,,,
90,Perciformes,Sparidae,Sarpa salpa,Sarpa,,,924.0,,,1445.0,1469,,1558.0,,1537.0,,1533,,,,,,,,,,,,,,,2514,,,,,,,,,,,,,,,,,,,,,,,,,
91,Perciformes,Sparidae,Sparus aurata,Sparus,,,924.0,,,1445.0,1469,,1558.0,,1508.0,,1533,,,,,,,,,,,,,,,2498,,,,,,,,,,,,,,,,,,,,,,,,,
92,Perciformes,Sparidae,Spondyliosoma cantharus,Spondyliosoma,,,,,,1445.0,1469,,1558.0,,1537.0,,1533,,,,,,,,,,,,,,,2472,,,,,,,,,,,,,,,,,,,,,,,,,
93,Perciformes,Zoarcidae,Zoarces viviparus,Zoarces,,,884.0,,,1445.0,1443,,1554.0,,1538.0,,1566,,,,,,,,,,,,,,,2387,,,,,,,,,,,,,,,,,,,,,,,,,
94,Pleuronectiformes,Bothidae,Arnoglossus laterna,Arnoglossus,,,,,,,,,,,,,1545,,,,,,,1778.0,1794.0,1810.0,,,,,,,,2111,,,,,,,2679.0,2695.0,2711.0,,,,,,,,,,,,,,
95,Pleuronectiformes,Citharidae,Citharus linguatula,Citharus,,,,,,,,,,,,,1573,,,,,,,1770.0,1786.0,,,,,,,2426,,2121,2137.0,,,,,,,,,,,,,,,2931.0,2947.0,2963.0,,,,,
96,Pleuronectiformes,Pleuronectidae,Glyptocephalus cynoglossus,Glyptocephalus,,,,,,,,,,,,,1588,1604.0,,,,,,1795.0,1811.0,1827.0,,,,,,,,2153,2169.0,,,,,,2632.0,,,,,,,,,2879.0,2895.0,,,,,,
97,Pleuronectiformes,Pleuronectidae,Hippoglossoides platessoides,Hippoglossoides,,,,,,,,,,,,,1572,,,,,,,1778.0,1794.0,,,,,,,2515,,2173,,,,,,,2629.0,2645.0,,,,,,,,2893.0,,,,,,,
98,Pleuronectiformes,Pleuronectidae,Hippoglossus hippoglossus,Hippoglossus,,,930.0,,,1455.0,1495,,1612.0,,1588.0,,1600/ 1588,,,,,,,1779.0,1795.0,,,,,,,2450/2541,2557.0,2169,,,,,,,2645.0,,,,,,,,,2873.0,2889.0,2905.0,2921.0,,,,
99,Pleuronectiformes,Pleuronectidae,Limanda limanda,Limanda,,,930.0,,,1445.0,1485,,1612.0,,1584.0,,1630/ 1641,,,,,,,1778.0,1794.0,1810.0,1826.0,,,,,2436/ 2499,,2169,,,,,,,2613.0,2629.0,,,,,,,,2863.0,2879.0,,,,,,
